,plot_id,center_lon,center_lat,size_m,shape,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,pl_plotid,Land Cover Elements:Trees_CanopyCover,Land Cover Elements:bush/scrub,Land Cover Elements:grass,Land Cover Elements:cultivated vegetation,Land Cover Elements:Water>treated pool,Land Cover Elements:Water>lake/ponded/container,Land Cover Elements:Water>rivers/stream,Land Cover Elements:Water>irrigation ditch,Land Cover Elements:shadow,Land Cover Elements:unknown,Land Cover Elements:Bare Ground,Land Cover Elements:Building,Land Cover Elements:Impervious Surface (no building),AOI Number
1076,140963571,-118.4961397003965,34.19072652007399,square,100.0,100,33,False,,100.0,2021-07-14 23:45,166.4 secs,,0,8603,30.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,53.0,5.0,86.0
1075,140963570,-118.50157510118952,34.19072652007399,square,100.0,100,33,False,,100.0,2021-07-14 23:42,109.3 secs,,0,8602,6.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,72.0,86.0
1074,140963569,-118.50701050198252,34.19072652007399,square,100.0,100,33,False,,100.0,2021-07-14 23:40,129.9 secs,,0,8601,11.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,25.0,86.0
1073,140963568,-118.493422,34.179485,square,100.0,100,33,False,,100.0,2021-07-14 23:37,502.4 secs,,0,8600,16.0,1.0,28.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,86.0
1072,140963567,-97.71360575734089,30.387280479926016,square,100.0,100,16,False,,100.0,2021-07-19 00:58,7330.8 secs,,0,8536,10.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,36.0,85.0
1071,140963566,-97.71881905440452,30.387280479926016,square,100.0,100,16,False,,100.0,2021-07-19 00:56,7317.7 secs,,0,8535,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,85.0
1070,140963565,-97.72403235146818,30.387280479926016,square,100.0,100,16,False,,100.0,2021-07-19 00:54,7301.2 secs,,0,8534,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,85.0
1069,140963564,-97.72924564853184,30.387280479926016,square,100.0,100,16,False,,100.0,2021-07-19 00:52,7355.6 secs,,0,8533,16.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,34.0,85.0
1068,140963563,-97.73445894559548,30.387280479926016,square,100.0,100,16,False,,100.0,2021-07-19 00:50,7315.4 secs,,0,8532,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,85.0
1067,140963562,-97.73967224265913,30.387280479926016,square,100.0,100,16,False,,100.0,2021-07-19 00:48,8489.9 secs,,0,8531,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,85.0
1066,140963561,-97.71360575734089,30.39177708795561,square,100.0,100,16,False,,100.0,2021-07-19 00:26,26723.3 secs,,0,8530,13.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,36.0,85.0
1064,140963559,-97.72403235146818,30.39177708795561,square,100.0,100,16,False,,100.0,2021-07-18 18:58,7348.2 secs,,0,8528,10.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,45.0,85.0
1052,140963547,-97.72403235146818,30.400770304014795,square,100.0,100,16,False,,100.0,2021-07-17 15:27,7656.0 secs,,0,8516,11.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,17.0,85.0
1063,140963558,-97.72924564853184,30.39177708795561,square,100.0,100,16,False,,100.0,2021-07-18 18:55,15393.7 secs,,0,8527,67.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,85.0
1062,140963557,-97.73445894559548,30.39177708795561,square,100.0,100,16,False,,100.0,2021-07-18 16:39,7825.3 secs,,0,8526,19.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,85.0
1061,140963556,-97.73967224265913,30.39177708795561,square,100.0,100,16,False,,100.0,2021-07-18 16:29,7463.8 secs,,0,8525,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,85.0
1060,140963555,-97.71360575734089,30.396273695985204,square,100.0,100,16,False,,100.0,2021-07-18 16:24,7982.8 secs,,0,8524,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,60.0,85.0
1059,140963554,-97.71881905440452,30.396273695985204,square,100.0,100,16,False,,100.0,2021-07-18 00:46,7375.7 secs,,0,8523,4.0,0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,85.0
1058,140963553,-97.72403235146818,30.396273695985204,square,100.0,100,16,False,,100.0,2021-07-18 00:43,7543.0 secs,,0,8522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,32.0,11.0,85.0
1057,140963552,-97.72924564853184,30.396273695985204,square,100.0,100,16,False,,100.0,2021-07-18 00:38,15061.9 secs,,0,8521,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,47.0,85.0
1056,140963551,-97.73445894559548,30.396273695985204,square,100.0,100,16,False,,100.0,2021-07-17 15:53,7770.4 secs,,0,8520,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,85.0
1055,140963550,-97.73967224265913,30.396273695985204,square,100.0,100,16,False,,100.0,2021-07-17 15:43,7406.7 secs,,0,8519,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0
1054,140963549,-97.71360575734089,30.400770304014795,square,100.0,100,16,False,,100.0,2021-07-17 15:40,7718.0 secs,,0,8518,45.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,85.0
1053,140963548,-97.71881905440452,30.400770304014795,square,100.0,100,16,False,,100.0,2021-07-17 15:31,7475.7 secs,,0,8517,5.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,85.0
985,140963480,-74.08457228409125,40.92845169598521,square,100.0,100,63,False,,100.0,2021-07-24 01:51,2.3 secs,,0,8323,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,83.0
983,140963478,-74.09647590530292,40.92845169598521,square,100.0,100,63,False,,100.0,2021-07-24 01:50,0.4 secs,,0,8321,9.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,27.0,83.0
1078,140963573,-118.48526889881047,34.19072652007399,square,100.0,100,33,False,,100.0,2021-07-16 03:02,98141.2 secs,,0,8605,16.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,4.0,41.0,25.0,86.0
982,140963477,-74.10242771590876,40.92845169598521,square,100.0,100,63,False,,100.0,2021-07-24 01:50,0.3 secs,,0,8320,23.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,26.0,83.0
877,140963372,-112.51615365308189,33.47313808795561,square,100.0,100,22,False,,100.0,2021-07-20 21:17,46.8 secs,,0,8026,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,80.0
876,140963371,-112.52154475513646,33.47313808795561,square,100.0,100,22,False,,100.0,2021-07-20 21:15,2652.1 secs,,0,8025,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,80.0
875,140963370,-112.49458924486352,33.47763469598521,square,100.0,100,22,False,,100.0,2021-07-20 20:31,672.7 secs,,0,8024,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,80.0
874,140963369,-112.49998034691812,33.47763469598521,square,100.0,100,22,False,,100.0,2021-07-20 20:19,730.0 secs,,0,8023,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,56.0,22.0,80.0
873,140963368,-112.50537144897272,33.47763469598521,square,100.0,100,22,False,,100.0,2021-07-20 20:06,495.2 secs,,0,8022,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,37.0,80.0
871,140963366,-112.51615365308189,33.47763469598521,square,100.0,100,22,False,,100.0,2021-07-20 19:46,691.9 secs,,0,8020,17.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,80.0
870,140963365,-112.52154475513646,33.47763469598521,square,100.0,100,22,False,,100.0,2021-07-20 19:34,318.2 secs,,0,8019,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,80.0
869,140963364,-112.49458924486352,33.4821313040148,square,100.0,100,22,False,,100.0,2021-07-20 19:28,291.2 secs,,0,8018,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,80.0
868,140963363,-112.49998034691812,33.4821313040148,square,100.0,100,22,False,,100.0,2021-07-20 19:23,243.4 secs,,0,8017,8.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,27.0,28.0,27.0,80.0
867,140963362,-112.50537144897272,33.4821313040148,square,100.0,100,22,False,,100.0,2021-07-20 19:18,1223.4 secs,,0,8016,10.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,28.0,30.0,80.0
866,140963361,-112.51076255102728,33.4821313040148,square,100.0,100,22,False,,100.0,2021-07-20 18:57,4486.4 secs,,0,8015,2.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,28.0,34.0,26.0,80.0
865,140963360,-112.51615365308189,33.4821313040148,square,100.0,100,22,False,,100.0,2021-07-20 17:42,66011.2 secs,,0,8014,16.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,18.0,13.0,16.0,80.0
864,140963359,-112.52154475513646,33.4821313040148,square,100.0,100,22,False,,100.0,2021-07-19 23:21,21.3 secs,,0,8013,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
863,140963358,-112.49458924486352,33.4866279120444,square,100.0,100,22,False,,100.0,2021-07-19 23:21,456.7 secs,,0,8012,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,80.0
862,140963357,-112.49998034691812,33.4866279120444,square,100.0,100,22,False,,100.0,2021-07-19 23:12,897.1 secs,,0,8011,14.0,20.0,2.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,27.0,10.0,13.0,80.0
861,140963356,-112.50537144897272,33.4866279120444,square,100.0,100,22,False,,100.0,2021-07-19 22:53,469.5 secs,,0,8010,3.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,24.0,34.0,80.0
860,140963355,-112.51076255102728,33.4866279120444,square,100.0,100,22,False,,100.0,2021-07-19 22:44,198.5 secs,,0,8009,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,12.0,80.0
859,140963354,-112.51615365308189,33.4866279120444,square,100.0,100,22,False,,100.0,2021-07-19 22:40,19.1 secs,,0,8008,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
858,140963353,-112.52154475513646,33.4866279120444,square,100.0,100,22,False,,100.0,2021-07-19 22:40,327.7 secs,,0,8007,8.0,37.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,0.0,0.0,80.0
857,140963352,-112.49458924486352,33.49112452007399,square,100.0,100,22,False,,100.0,2021-07-19 22:34,384.2 secs,,0,8006,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,80.0
856,140963351,-112.49998034691812,33.49112452007399,square,100.0,100,22,False,,100.0,2021-07-19 22:27,618.0 secs,,0,8005,9.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,21.0,18.0,34.0,80.0
855,140963350,-112.50537144897272,33.49112452007399,square,100.0,100,22,False,,100.0,2021-07-19 22:16,618.5 secs,,0,8004,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,36.0,21.0,15.0,80.0
854,140963349,-112.51076255102728,33.49112452007399,square,100.0,100,22,False,,100.0,2021-07-19 22:05,10482.2 secs,,0,8003,20.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,8.0,28.0,14.0,80.0
853,140963348,-112.51615365308189,33.49112452007399,square,100.0,100,22,False,,100.0,2021-07-19 19:10,399.8 secs,,0,8002,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,3.0,22.0,80.0
852,140963347,-112.52154475513646,33.49112452007399,square,100.0,100,22,False,,100.0,2021-07-19 19:03,336.9 secs,,0,8001,5.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,0.0,0.0,80.0
878,140963373,-112.51076255102728,33.47313808795561,square,100.0,100,22,False,,100.0,2021-07-20 22:03,2780.0 secs,,0,8027,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,25.0,31.0,80.0
879,140963374,-112.50537144897272,33.47313808795561,square,100.0,100,22,False,,100.0,2021-07-20 22:11,426.6 secs,,0,8028,9.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,30.0,34.0,80.0
880,140963375,-112.49998034691812,33.47313808795561,square,100.0,100,22,False,,100.0,2021-07-20 22:17,350.2 secs,,0,8029,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,31.0,30.0,80.0
970,140963465,-74.10242771590876,40.9374449120444,square,100.0,100,63,False,,100.0,2021-07-24 01:50,0.7 secs,,0,8308,26.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,25.0,83.0
981,140963476,-74.1083795265146,40.92845169598521,square,100.0,100,63,False,,100.0,2021-07-24 01:50,0.8 secs,,0,8319,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,30.0,83.0
980,140963475,-74.07862047348542,40.9329483040148,square,100.0,100,63,False,,100.0,2021-07-24 01:50,3.2 secs,,0,8318,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,33.0,33.0,83.0
979,140963474,-74.08457228409125,40.9329483040148,square,100.0,100,63,False,,100.0,2021-07-24 01:50,7.6 secs,,0,8317,9.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,11.0,26.0,83.0
978,140963473,-74.09052409469709,40.9329483040148,square,100.0,100,63,False,,100.0,2021-07-24 01:50,11.1 secs,,0,8316,23.0,0.0,43.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,15.0,83.0
977,140963472,-74.09647590530292,40.9329483040148,square,100.0,100,63,False,,100.0,2021-07-24 01:50,0.7 secs,,0,8315,22.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,12.0,35.0,83.0
976,140963471,-74.10242771590876,40.9329483040148,square,100.0,100,63,False,,100.0,2021-07-24 01:50,1.3 secs,,0,8314,55.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,19.0,83.0
975,140963470,-74.1083795265146,40.9329483040148,square,100.0,100,63,False,,100.0,2021-07-24 01:50,0.7 secs,,0,8313,52.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,10.0,83.0
974,140963469,-74.07862047348542,40.9374449120444,square,100.0,100,63,False,,100.0,2021-07-24 01:50,3.5 secs,,0,8312,51.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,1.0,83.0
973,140963468,-74.08457228409125,40.9374449120444,square,100.0,100,63,False,,100.0,2021-07-24 01:50,3.8 secs,,0,8311,13.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,83.0
972,140963467,-74.09052409469709,40.9374449120444,square,100.0,100,63,False,,100.0,2021-07-24 01:50,3.0 secs,,0,8310,52.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,10.0,83.0
971,140963466,-74.09647590530292,40.9374449120444,square,100.0,100,63,False,,100.0,2021-07-24 01:50,3.4 secs,,0,8309,14.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,19.0,28.0,83.0
969,140963464,-74.1083795265146,40.9374449120444,square,100.0,100,63,False,,100.0,2021-07-24 01:50,1.6 secs,,0,8307,49.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,10.0,13.0,83.0
881,140963376,-112.49458924486352,33.47313808795561,square,100.0,100,22,False,,100.0,2021-07-20 23:55,5806.1 secs,,0,8030,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
968,140963463,-74.07862047348542,40.94194152007399,square,100.0,100,63,False,,100.0,2021-07-24 01:49,2.2 secs,,0,8306,23.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,4.0,83.0
965,140963460,-74.09647590530292,40.94194152007399,square,100.0,100,63,False,,100.0,2021-07-24 01:49,43.6 secs,,0,8303,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,83.0
962,140963457,-74.0935,40.9307,square,100.0,100,63,False,,100.0,2021-07-21 23:41,400.5 secs,,0,8300,3.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,83.0
887,140963382,-112.49458924486352,33.46864147992602,square,100.0,100,22,False,,100.0,2021-07-21 00:45,869.9 secs,,0,8036,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,57.0,7.0,7.0,80.0
886,140963381,-112.49998034691812,33.46864147992602,square,100.0,100,22,False,,100.0,2021-07-21 00:30,1036.3 secs,,0,8035,4.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,32.0,80.0
884,140963379,-112.51076255102728,33.46864147992602,square,100.0,100,22,False,,100.0,2021-07-21 00:06,142.8 secs,,0,8033,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,80.0
883,140963378,-112.51615365308189,33.46864147992602,square,100.0,100,22,False,,100.0,2021-07-21 00:03,256.2 secs,,0,8032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,27.0,20.0,80.0
882,140963377,-112.52154475513646,33.46864147992602,square,100.0,100,22,False,,100.0,2021-07-20 23:58,163.2 secs,,0,8031,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,20.0,21.0,80.0
1077,140963572,-118.4907042996035,34.19072652007399,square,100.0,100,33,False,,100.0,2021-07-14 23:46,76.9 secs,,0,8604,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,48.0,86.0
1080,140963575,-118.50701050198252,34.1862299120444,square,100.0,100,33,False,,100.0,2021-07-16 04:51,6269.2 secs,,0,8607,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,20.0,86.0
845,140963340,-77.3133957462671,38.75067247992602,square,100.0,100,23,False,,100.0,2021-07-21 18:24,380.7 secs,,0,7931,64.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,79.0
168,141016212,-81.97486184002092,36.69201169598521,square,100.0,100,59,False,,100.0,2021-07-26 16:03,204.8 secs,,0,9320,34.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,93.0
268,141016312,-95.81029859,29.71674491,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.7 secs,,0,9609,15.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,26.0,96.0
267,141016311,-95.81547576,29.71674491,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.7 secs,,0,9608,0.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,51.0,96.0
266,141016310,-95.82065293,29.71674491,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.6 secs,,0,9607,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,49.0,19.0,96.0
265,141016309,-95.79476707,29.72124152,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.6 secs,,0,9606,3.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,4.0,96.0
264,141016308,-95.79994424,29.72124152,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.6 secs,,0,9605,17.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,37.0,96.0
263,141016307,-95.80512141,29.72124152,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.8 secs,,0,9604,11.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,23.0,96.0
262,141016306,-95.81029859,29.72124152,square,100.0,100,62,False,,100.0,2021-07-29 00:34,1.5 secs,,0,9603,13.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,21.0,34.0,96.0
261,141016305,-95.81547576,29.72124152,square,100.0,100,62,False,,100.0,2021-07-29 00:34,1.5 secs,,0,9602,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,42.0,24.0,96.0
260,141016304,-95.82065293,29.72124152,square,100.0,100,62,False,,100.0,2021-07-29 00:34,2.7 secs,,0,9601,8.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,20.0,43.0,96.0
259,141016303,-95.80771,29.71,square,100.0,100,62,False,,100.0,2021-07-29 00:34,7.6 secs,,0,9600,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,44.0,96.0
184,141016228,-81.95243026663178,36.68301847992602,square,100.0,100,59,False,,100.0,2021-07-26 16:12,4.8 secs,,0,9336,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
183,141016227,-81.95803815997907,36.68301847992602,square,100.0,100,59,False,,100.0,2021-07-26 16:12,20.3 secs,,0,9335,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
182,141016226,-81.96364605332636,36.68301847992602,square,100.0,100,59,False,,100.0,2021-07-26 16:12,4.9 secs,,0,9334,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
181,141016225,-81.96925394667365,36.68301847992602,square,100.0,100,59,False,,100.0,2021-07-26 16:12,4.7 secs,,0,9333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
180,141016224,-81.97486184002092,36.68301847992602,square,100.0,100,59,False,,100.0,2021-07-26 16:11,9.0 secs,,0,9332,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
179,141016223,-81.98046973336821,36.68301847992602,square,100.0,100,59,False,,100.0,2021-07-26 16:11,5.0 secs,,0,9331,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
178,141016222,-81.95243026663178,36.68751508795561,square,100.0,100,59,False,,100.0,2021-07-26 16:11,4.9 secs,,0,9330,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
177,141016221,-81.95803815997907,36.68751508795561,square,100.0,100,59,False,,100.0,2021-07-26 16:11,4.9 secs,,0,9329,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
176,141016220,-81.96364605332636,36.68751508795561,square,100.0,100,59,False,,100.0,2021-07-26 16:11,5.1 secs,,0,9328,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
175,141016219,-81.96925394667365,36.68751508795561,square,100.0,100,59,False,,100.0,2021-07-26 16:11,5.9 secs,,0,9327,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
174,141016218,-81.97486184002092,36.68751508795561,square,100.0,100,59,False,,100.0,2021-07-26 16:11,180.3 secs,,0,9326,38.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,34.0,93.0
173,141016217,-81.98046973336821,36.68751508795561,square,100.0,100,59,False,,100.0,2021-07-26 16:08,11.0 secs,,0,9325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,93.0
172,141016216,-81.95243026663178,36.69201169598521,square,100.0,100,59,False,,100.0,2021-07-26 16:08,5.6 secs,,0,9324,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
171,141016215,-81.95803815997907,36.69201169598521,square,100.0,100,59,False,,100.0,2021-07-26 16:08,4.9 secs,,0,9323,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
170,141016214,-81.96364605332636,36.69201169598521,square,100.0,100,59,False,,100.0,2021-07-26 16:08,132.9 secs,,0,9322,9.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,93.0
269,141016313,-95.80512141,29.71674491,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.6 secs,,0,9610,19.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,37.0,96.0
270,141016314,-95.79994424,29.71674491,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.7 secs,,0,9611,8.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,38.0,96.0
271,141016315,-95.79476707,29.71674491,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.4 secs,,0,9612,9.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,32.0,96.0
285,141016329,-95.81547576,29.70325509,square,100.0,100,62,False,,100.0,2021-07-29 00:34,0.6 secs,,0,9626,10.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,50.0,96.0
301,141016345,-77.40498798,38.92087752,square,100.0,100,35,False,,100.0,2021-07-22 00:25,317.2 secs,,0,9705,60.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,5.0,97.0
295,141016339,-95.79476707,29.69875848,square,100.0,100,62,False,,100.0,2021-07-29 00:35,0.6 secs,,0,9636,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,33.0,96.0
294,141016338,-95.79994424,29.69875848,square,100.0,100,62,False,,100.0,2021-07-29 00:35,0.5 secs,,0,9635,15.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,23.0,96.0
